RecordID,RID,RecordType,Squib,PaperDetails,Temperature,FrequencyFactor,TemperatureRatioExponent,ActivationEnergy,RateConstant,ReactionOrder
15866,7121,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=4E43BA4F06475950466C5AA33B94D448?id=1999GOU/ROC11328-11335:17,"Characterization of Reaction Pathways on the Potential Energy Surfaces for H + SO<sub>2</sub> and HS + O<sub>2</sub>, Goumri, A.; Rocha, J.-D. R.; Laakso, D.; Smith, C.E.; Marshall, P. J. Phys. Chem. A 103, 11328 (1999)",200 - 2000,6.45E-29,-3.48,4074.0,1.25E-29,3.0
15867,7121,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=4E43BA4F06475950466C5AA33B94D448?id=1999GOU/ROC11328-11335:18,"Characterization of Reaction Pathways on the Potential Energy Surfaces for H + SO<sub>2</sub> and HS + O<sub>2</sub>, Goumri, A.; Rocha, J.-D. R.; Laakso, D.; Smith, C.E.; Marshall, P. J. Phys. Chem. A 103, 11328 (1999)",200 - 2000,4.47E-11,0.5,-1663.0,8.75E-11,2.0
15868,7122,Review,http://kinetics.nist.gov/kinetics/Detail;jsessionid=6FD986C144A2E6EEC76ED0AD42681DB5?id=1991COH/WES1211-1311:53,"Chemical kinetic data sheets for high-temperature reactions. Part II, Cohen, N.; Westberg, K.R. J. Phys. Chem. Ref. Data 20, 1211 (1991)",298 - 3000,2.94E-12,0.1,48200.0,1.04E-20,2.0
15870,7123,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=CE8C4A21BA7A06B8141E991A29E2DADE?id=2009KLI/HAR10241-10259:18,"Thermal Decomposition of NH<sub>2</sub>OH and Subsequent Reactions: Ab Initio Transition State Theory and Reflected Shock Tube Experiments, Klippenstein, S.J.; Harding, L.B.; Ruscic, B.; Sivaramakrishnan, R.; Srinivasan, N.K.; Su, M.C.; Michael, J.V. J. Phys. Chem. A 113, 10241 (2009)",200 - 2500,6.33E-11,-0.38,-191.0,6.84E-11,2.0
15872,7124,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=456148701503B41D3AC16F0A0A933877?id=2009KLI/HAR10241-10259:17,"Thermal Decomposition of NH<sub>2</sub>OH and Subsequent Reactions: Ab Initio Transition State Theory and Reflected Shock Tube Experiments, Klippenstein, S.J.; Harding, L.B.; Ruscic, B.; Sivaramakrishnan, R.; Srinivasan, N.K.; Su, M.C.; Michael, J.V. J. Phys. Chem. A 113, 10241 (2009)",200 - 2500,5.24E-13,1.74,-2411.0,1.39E-12,2.0
15876,7127,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=992AAF287C7D0C8FA5B1D3DDD93A8CE8?id=2009MOU/PIR12961-12971:1,"A Theoretical Investigation on the Kinetics and Mechanism of the Reaction of Amidogen with Hydroxyl Radical, Mousavipour, S.H.; Pirhadi, F.; HabibAgahi, A. J. Phys. Chem. A 113, 12961 (2009)",200 - 3000,6.77E-10,-3.23,5600.0,7.06E-11,2.0
15877,7127,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=992AAF287C7D0C8FA5B1D3DDD93A8CE8?id=2009KLI/HAR10241-10259:6,"Thermal Decomposition of NH<sub>2</sub>OH and Subsequent Reactions: Ab Initio Transition State Theory and Reflected Shock Tube Experiments, Klippenstein, S.J.; Harding, L.B.; Ruscic, B.; Sivaramakrishnan, R.; Srinivasan, N.K.; Su, M.C.; Michael, J.V. J. Phys. Chem. A 113, 10241 (2009)",200 - 2500,1.05E-10,-0.27,-233.0,1.15E-10,2.0
15878,7128,Review,http://kinetics.nist.gov/kinetics/Detail;jsessionid=03B2A69AC216B257CB1BBC86BE9EC3D1?id=1991COH/WES1211-1311:50,"Chemical kinetic data sheets for high-temperature reactions. Part II, Cohen, N.; Westberg, K.R. J. Phys. Chem. Ref. Data 20, 1211 (1991)",250 - 3000,7.69E-13,1.5,-1912.0,1.66E-12,2.0
15880,7128,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=03B2A69AC216B257CB1BBC86BE9EC3D1?id=2009MOU/PIR12961-12971:13,"A Theoretical Investigation on the Kinetics and Mechanism of the Reaction of Amidogen with Hydroxyl Radical, Mousavipour, S.H.; Pirhadi, F.; HabibAgahi, A. J. Phys. Chem. A 113, 12961 (2009)",250 - 3000,1.19E-12,1.97,2800.0,3.85E-13,2.0
15884,7129,Review,http://kinetics.nist.gov/kinetics/Detail;jsessionid=6AA48636232DBDC52C1F9FCDBD219F14?id=1991COH/WES1211-1311:49,"Chemical kinetic data sheets for high-temperature reactions. Part II, Cohen, N.; Westberg, K.R. J. Phys. Chem. Ref. Data 20, 1211 (1991)",298 - 2000,4.95E-15,2.6,-7234.0,9.17E-14,2.0
15886,7129,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=6AA48636232DBDC52C1F9FCDBD219F14?id=2009MOU/PIR12961-12971:12,"A Theoretical Investigation on the Kinetics and Mechanism of the Reaction of Amidogen with Hydroxyl Radical, Mousavipour, S.H.; Pirhadi, F.; HabibAgahi, A. J. Phys. Chem. A 113, 12961 (2009)",200 - 3000,4.57E-15,2.41,-7100.0,8.03E-14,2.0
15894,7135,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=817B72F15F7A032453E756A4BACBECE4?id=2009MOU/PIR12961-12971:2,"A Theoretical Investigation on the Kinetics and Mechanism of the Reaction of Amidogen with Hydroxyl Radical, Mousavipour, S.H.; Pirhadi, F.; HabibAgahi, A. J. Phys. Chem. A 113, 12961 (2009)",200 - 3000,1.21E-10,-3.59,6600.0,8.43E-12,2.0
15905,7141,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=5039B4FEC91302ACB4BA03670C9EA867?id=2004WAN/LIU558-564:3,"Direct ab initio dynamics studies on the hydrogen-abstraction reactions of OH radicals with HOX (X = F, Cl, and Br), Wang, L.; Liu, J.Y.; Li, Z.S.; Sun, C.C. J. Comput. Chem. 25, 558 (2004)",200 - 2000,9.25E-46,3.01,-5047.0,7.09E-45,2.0
15920,7147,Experiment,http://kinetics.nist.gov/kinetics/Detail;jsessionid=DB1F9B83EDC86059A6006FDD0778BB58?id=1986TUL/GOL5932:3,"Hydrogen-atom abstraction from alkanes by OH. 4. Isobutane, Tully, F.P.; Goldsmith, J.E.M.; Droege, A.T. J. Phys. Chem. 90, 5932 (1986)",293 - 864,2.47E-13,2.57,-4731.0,1.67E-12,2.0
15924,7150,Experiment,http://kinetics.nist.gov/kinetics/Detail;jsessionid=04183F4D128816EA11BBBAF9604F3087?id=1986TUL/GOL5932:2,"Hydrogen-atom abstraction from alkanes by OH. 4. Isobutane, Tully, F.P.; Goldsmith, J.E.M.; Droege, A.T. J. Phys. Chem. 90, 5932 (1986)",293 - 864,1.83E-12,1.69,707.0,1.37E-12,2.0
15951,7158,Experiment,http://kinetics.nist.gov/kinetics/Detail;jsessionid=3AA89C829148BC49310679566259D35C?id=1979TRO114:1,"Predictive possibilities of unimolecular rate theory, Troe, J. J. Phys. Chem. 83, 114 (1979)",200 - 6000,1.48E-30,-1.18,2577.0,5.23E-31,3.0
16000,7159,Review,http://kinetics.nist.gov/kinetics/Detail;jsessionid=A290F6CE16C78E599F2D391B07589197?id=1983COH/WES531:26,"Chemical kinetic data sheets for high-temperature chemical reactions, Cohen, N.; Westberg, K.R. J. Phys. Chem. Ref. Data 12, 531 (1983)",298 - 2500,6.89E-14,2.8,16200.0,9.92E-17,2.0
16047,7186,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=5CA387B8048034F0155B7FDA13B28864?id=2015SUN/ZHA1187-1193:1,"Theoretical study on the degradation mechanism of methamidophos and chloramine phosphorus with OH radicals, Sun, S. M.; Zhang, K.; Lu, Y.; Liu, P.; Zhang, H. Int. J. Quantum Chem. 115, 1187 (2015)",200 - 2000,9.21E-13,2.74,8357.0,3.16E-14,2.0
16048,7187,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=D2A0ECF6FCBD274FE0C4E15EFC61835C?id=2010GAL/ALV7525-7536:2,"Mechanism and Branching Ratios of Hydroxy Ethers + (OH)-O-* Gas phase Reactions: Relevance of H Bond Interactions, Galano, A.; Alvarez-Idaboy, J.R.; Francisco-Marquez, M. J. Phys. Chem. A 114, 7525 (2010)",250 - 440,2.97E-15,5.62,-18000.0,4.23E-12,2.0
16083,7191,Review,http://kinetics.nist.gov/kinetics/Detail;jsessionid=E5736B9DC5438E5DA185653D82062C8E?id=1991TSA/HER609-663:33,"Chemical kinetic data base for propellant combustion. I. Reactions involving NO, NO<sub>2</sub>, HNO, HNO<sub>2</sub>, HCN and N<sub>2</sub>O, Tsang, W.; Herron, J.T. J. Phys. Chem. Ref. Data 20, 609 (1991)",200 - 1200,6.98E-29,-5.4,9146.0,1.74E-30,3.0
16084,7191,Review,http://kinetics.nist.gov/kinetics/Detail;jsessionid=E5736B9DC5438E5DA185653D82062C8E?id=1991TSA/HER609-663:32,"Chemical kinetic data base for propellant combustion. I. Reactions involving NO, NO<sub>2</sub>, HNO, HNO<sub>2</sub>, HCN and N<sub>2</sub>O, Tsang, W.; Herron, J.T. J. Phys. Chem. Ref. Data 20, 609 (1991)",200 - 1200,4.60E-29,-5.49,9811.0,8.78E-31,3.0
16106,7191,Experiment,http://kinetics.nist.gov/kinetics/Detail;jsessionid=E5736B9DC5438E5DA185653D82062C8E?id=1998FUL/HAM5391-5397:3,"Temperature and pressure dependence of the addition reactions of HO to NO and to NO<sub>2</sub>. IV. Saturated laser-induced fluorescence measurements up to 1400 bar, Fulle, D.; Hamann, H.F.; Hippler, H.; Troe, J. J. Chem. Phys. 108, 5391 (1998)",268 - 400,1.85E-32,0.87,-11000.0,1.57E-30,3.0
16112,7191,Experiment,http://kinetics.nist.gov/kinetics/Detail;jsessionid=E5736B9DC5438E5DA185653D82062C8E?id=1978SMI/GOL489-501:2,"Application of RRKM theory to the reactions. OH + NO<sub>2</sub> + N<sub>2</sub> ?? HONO<sub>2</sub> + N<sub>2</sub>(1) and ClO + NO<sub>2</sub> + N<sub>2</sub> ?? ClONO<sub>2</sub> + N<sub>2</sub>(2); a modified gorin model transition state, Smith, G.P.; Golden, D.M. Int. J. Chem. Kinet. 10, 489 (1978)",220 - 1000,8.85E-29,-6.1,7882.0,3.68E-30,3.0
16164,7191,Experiment,http://kinetics.nist.gov/kinetics/Detail;jsessionid=E5736B9DC5438E5DA185653D82062C8E?id=1978SMI/GOL489-501:1,"Application of RRKM theory to the reactions. OH + NO<sub>2</sub> + N<sub>2</sub> ?? HONO<sub>2</sub> + N<sub>2</sub>(1) and ClO + NO<sub>2</sub> + N<sub>2</sub> ?? ClONO<sub>2</sub> + N<sub>2</sub>(2); a modified gorin model transition state, Smith, G.P.; Golden, D.M. Int. J. Chem. Kinet. 10, 489 (1978)",220 - 1000,1.94E-11,-2.32,249.0,1.76E-11,2.0
16202,7196,Review,http://kinetics.nist.gov/kinetics/Detail;jsessionid=B4C6A03F3C0877E32D0BB6BB50720C6A?id=1991TSA/HER609-663:29,"Chemical kinetic data base for propellant combustion. I. Reactions involving NO, NO<sub>2</sub>, HNO, HNO<sub>2</sub>, HCN and N<sub>2</sub>O, Tsang, W.; Herron, J.T. J. Phys. Chem. Ref. Data 20, 609 (1991)",200 - 2500,9.60E-31,-2.3,-1031.0,1.45E-30,3.0
16203,7196,Review,http://kinetics.nist.gov/kinetics/Detail;jsessionid=B4C6A03F3C0877E32D0BB6BB50720C6A?id=1991TSA/HER609-663:28,"Chemical kinetic data base for propellant combustion. I. Reactions involving NO, NO<sub>2</sub>, HNO, HNO<sub>2</sub>, HCN and N<sub>2</sub>O, Tsang, W.; Herron, J.T. J. Phys. Chem. Ref. Data 20, 609 (1991)",200 - 2500,8.63E-31,-2.51,-283.0,9.67E-31,3.0
16212,7196,Review,http://kinetics.nist.gov/kinetics/Detail;jsessionid=B4C6A03F3C0877E32D0BB6BB50720C6A?id=1991TSA/HER609-663:27,"Chemical kinetic data base for propellant combustion. I. Reactions involving NO, NO<sub>2</sub>, HNO, HNO<sub>2</sub>, HCN and N<sub>2</sub>O, Tsang, W.; Herron, J.T. J. Phys. Chem. Ref. Data 20, 609 (1991)",200 - 2500,2.49E-12,-0.05,3018.0,7.37E-13,2.0
16245,7196,Experiment,http://kinetics.nist.gov/kinetics/Detail;jsessionid=B4C6A03F3C0877E32D0BB6BB50720C6A?id=1978ANA/SMI1056:1,"Rate Measurements of Reactions of OH by Resonance Absorption. Part 6. - Rate Constants for OH + NO(+M) ? HNO<sub>2</sub>(+M) over a Wide Range of Temperature and Pressure, Anastasi, C.; Smith, I.W.M. J. Chem. Soc. Faraday Trans. 2 74, 1056 (1978)",233 - 505,8.00E-12,-0.34,-649.0,1.04E-11,2.0
16278,7206,Review,http://kinetics.nist.gov/kinetics/Detail;jsessionid=9388BDB53070B3554124BC2930B2EB6C?id=2002JAR/GOU339-344:2,"A Consensus View of the Temperature Dependence of the Gas Phase Reaction:  OH + HBr -> H<sub>2</sub>O + Br, Jaramillo, V.I.; Gougeon, S.; Le Picard, S.D.; Canosa, A.; Smith, M.A.; Rowe, B.R. Int J. Chem. Kinet. 34, 339 (2002)",20.00 - 350,1.06E-11,-1.09,87.3,1.02E-11,2.0
16328,7207,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=AA7BC28D80CA583510356EA976BF2AA2?id=2010CAN/XER9270-9288:4,"Theoretical Study of the Gas-Phase Reactions of Iodine Atoms with H<sub>2</sub>, H<sub>2</sub>O, HI, and OH, Canneaux, S.; Xerri, B.; Louis, F.; Cantrel, L. J. Phys. Chem. A 114, 9270 (2010)",250 - 2500,1.03E-12,2.22,-11900.0,1.25E-10,2.0
16351,7209,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=05E24BC228E177EAD535FCE603E4448C?id=2007JU/HAN148-153:1,"Variational transition-state theory study of the atmospheric reaction OH + O<sub>3</sub>  ? HO<sub>2</sub> + O<sub>2</sub>, Ju, L.P.;Han, K.L.;Varandas, A.JC. Int. J. Chem. Kinet. 39, 148 (2007)",100 - 2000,3.76E-13,1.99,5022.0,4.95E-14,2.0
16370,7215,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=29CE00DBC8E0A32D53768FA76B435853?id=2005ZHA/LI355-361:3,"Dual-level direct dynamics studies on the reactions of OH radicals with SiH<sub>3</sub>CH<sub>3</sub> and SiH<sub>4</sub>, Zhang, H.; Li, Z.S.; Wu, J.Y.; Liu, J.Y.; Sheng, L.; Sun, C.C. Chem. Phys. Lett. 409, 355 (2005)",200 - 3000,8.23E-12,2.55,-1180.0,1.33E-11,2.0
16378,7220,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=C7475D4DF7B650EEAB2BB668E7AEB2CB?id=2010XU/LIN833-838:6,"Computational Studies on Metathetical and Redox Processes of HOCl in the Gas Phase: (II) Reactions with ClOx (x=1-4), Xu, Z.F.; Lin, M.C. J. Phys. Chem. A 114, 833 (2010)",200 - 3000,1.78E-12,1.39,-3451.0,7.15E-12,2.0
16393,7224,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=58706AF92874D75CD98000F5DE20D852?id=2009XU/LIN8811-8817:3,"Computational Studies on Metathetical and Redox Processes of HOCl in the Gas Phase. 1. Reactions with H, O, HO, and HO<sub>2</sub>, Xu, Z.F.; Lin, M.C. J. Phys. Chem. A 113, 8811 (2009)",200 - 3000,1.87E-15,3.61,-11200.0,1.74E-13,2.0
16394,7225,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=AF11DC600F788F82107B85C5C5E0F7DA?id=2004WAN/LIU558-564:2,"Direct ab initio dynamics studies on the hydrogen-abstraction reactions of OH radicals with HOX (X = F, Cl, and Br), Wang, L.; Liu, J.Y.; Li, Z.S.; Sun, C.C. J. Comput. Chem. 25, 558 (2004)",200 - 2000,3.14E-22,3.12,-5230.0,2.59E-21,2.0
16399,7230,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=6928457CDBD7DE5977641321FA916B1E?id=1999MAS/GON1044-1053:2,"Mechanism of the gas-phase HO + H<sub>2</sub>O ?? H<sub>2</sub>O + OH reaction and several associated isotope exchange reactions: a canonical variational transition state theory plus multidimensional tunneling calculation, Masgrau, L.; Gonzalez-Lafont, A.; Lluch, J.M. J. Phys. Chem. A 103, 1044 (1999)",200 - 700,5.30E-11,2.11,-5197.0,4.31E-10,2.0
16415,7233,Experiment,http://kinetics.nist.gov/kinetics/Detail;jsessionid=C5A6FF490AEB4A53B87D21F6CE6AE6C3?id=1985LIN/WAN1201:1,"Temperature dependence of the rate constant for the reaction OH + H<sub>2</sub>S in He, N<sub>2</sub>, and O<sub>2</sub>, Lin, Y.-L.; Wang, N.-S.; Lee, Y.-P. Int. J. Chem. Kinet. 17, 1201 (1985)",245 - 450,3.92E-13,2.43,-6086.0,4.57E-12,2.0
16432,7234,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=DD3132D150BB9140581088B2CC0F3BA7?id=2006LI/ZHA262-267:1,"Ab initio and variational transition state approach to atmospheric photooxidation: Mechanism and kinetics for the reaction of HN<sub>3</sub> with OH radicals, Li, S.Q.;Zhang, Q.Z.;Wang, W.X. Chem. Phys. Lett. 428, 262 (2006)",200 - 3000,7.11E-17,2.15,4389.0,1.21E-17,2.0
16462,7240,Experiment,http://kinetics.nist.gov/kinetics/Detail;jsessionid=DD827A740A563DBA2B615CF7F8448627?id=2004BRY/KNY10464-10472:1,"Temperature-dependent kinetics of the gas-phase reactions of OH with Cl<sub>2</sub>, CH<sub>4</sub>, and C<sub>3</sub>H<sub>8</sub>, Bryukov, M.G.; Knyazev, V.D.; Lomnicki, S.M.; McFerrin, C.A.; Dellinger, B. J. Phys. Chem. A 108, 10464 (2004)",297 - 836,7.86E-13,1.35,6194.0,6.45E-14,2.0
16465,7240,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=DD827A740A563DBA2B615CF7F8448627?id=2004BRY/KNY10464-10472:2,"Temperature-dependent kinetics of the gas-phase reactions of OH with Cl<sub>2</sub>, CH<sub>4</sub>, and C<sub>3</sub>H<sub>8</sub>, Bryukov, M.G.; Knyazev, V.D.; Lomnicki, S.M.; McFerrin, C.A.; Dellinger, B. J. Phys. Chem. A 108, 10464 (2004)",200 - 3000,6.94E-13,1.5,6011.0,6.14E-14,2.0
16466,7240,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=DD827A740A563DBA2B615CF7F8448627?id=2003WAN/LIU4921-4928:7,"Theoretical Study and Rate Constant Calculation of the Cl + HOCl and H + HOCl Reactions, Wang, L.; Liu, J.-y.; Li, Z.-s.; Huang, X.-r.; Sun, C.-c. J. Phys. Chem. A 107, 4921 (2003)",220 - 2000,4.21E-13,2.1,4797.0,6.07E-14,2.0
16473,7244,Experiment,http://kinetics.nist.gov/kinetics/Detail;jsessionid=3A1A099D2724742BBDF97C1478E5FF45?id=1996TAL/GIE3037-3043:3,"Kinetics of hydroxyl radical reactions with isotopically labeled hydrogen, Talukdar, R.K.; Gierczak, T.; Goldfarb, L.; Rudich, Y.; Rao, B.S.M.; Ravishankara, A.R. J. Phys. Chem. 100, 3037 (1996)",242 - 401,3.24E-13,2.73,13100.0,1.61E-15,2.0
16474,7244,Experiment,http://kinetics.nist.gov/kinetics/Detail;jsessionid=3A1A099D2724742BBDF97C1478E5FF45?id=1981RAV/NIC2498:3,"Kinetic Study of the Reaction of OH with H<sub>2</sub> and D<sub>2</sub> from 250 to 1050 K, Ravishankara, A.R.; Nicovich, J.M.; Thompson, R.L.; Tully, F.P. J. Phys. Chem. 85, 2498 (1981)",250 - 1050,3.64E-12,1.18,19400.0,1.46E-15,2.0
16488,7247,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=37C46CC4D52907E528E021DD3B4623D3?id=2003UCH/CHA1538-1548:2,"Ab initio investigation on the reaction path and rate for the gas-phase reaction of HO+H<sub>2</sub>O <-> H<sub>2</sub>O+OH, Uchimaru, T.; Chandra, A.K.; Tsuzuki, S.; Sugie, M.; Sekiya, A. J. Comput. Chem. 24, 1538 (2003)",200 - 420,2.03E-17,7.72,-5110.0,1.6E-16,2.0
16489,7247,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=37C46CC4D52907E528E021DD3B4623D3?id=1999MAS/GON1044-1053:1,"Mechanism of the gas-phase HO + H<sub>2</sub>O ?? H<sub>2</sub>O + OH reaction and several associated isotope exchange reactions: a canonical variational transition state theory plus multidimensional tunneling calculation, Masgrau, L.; Gonzalez-Lafont, A.; Lluch, J.M. J. Phys. Chem. A 103, 1044 (1999)",200 - 700,2.51E-34,1.94,-3991.0,1.26E-33,2.0
16534,7253,Experiment,http://kinetics.nist.gov/kinetics/Detail;jsessionid=F45BA98236A1BB8087AFCA677624F4A7?id=1983LAM/MOL4467:1,"Rate constant of the OH + H<sub>2</sub>O<sub>2</sub> ?? HO<sub>2</sub> + H<sub>2</sub>O reaction, Lamb, J.J.; Molina, L.T.; Smith, C.A.; Molina, M.J. J. Phys. Chem. 87, 4467 (1983)",241 - 413,1.07E-13,2.5,-6968.0,1.78E-12,2.0
16559,7253,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=F45BA98236A1BB8087AFCA677624F4A7?id=1989VAG/RAV7833-7837:4,"Reactions of OH and OD with H<sub>2</sub>O<sub>2</sub> and D<sub>2</sub>O<sub>2</sub>, Vaghjiani, G.L.; Ravishankara, A.R. J. Phys. Chem. 93, 7833 (1989)",298 - 410,1.48E-12,1.4,-457.0,1.78E-12,2.0
16560,7253,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=F45BA98236A1BB8087AFCA677624F4A7?id=1989VAG/RAV7833-7837:3,"Reactions of OH and OD with H<sub>2</sub>O<sub>2</sub> and D<sub>2</sub>O<sub>2</sub>, Vaghjiani, G.L.; Ravishankara, A.R. J. Phys. Chem. 93, 7833 (1989)",298 - 410,4.04E-12,2.45,416.0,3.41E-12,2.0
16627,7262,Review,http://kinetics.nist.gov/kinetics/Detail;jsessionid=66089C0038B4E6FCD6217EFA94A90F42?id=1991COH/WES1211-1311:48,"Chemical kinetic data sheets for high-temperature reactions. Part II, Cohen, N.; Westberg, K.R. J. Phys. Chem. Ref. Data 20, 1211 (1991)",225 - 3000,7.56E-13,1.6,3991.0,1.51E-13,2.0
16629,7262,Review,http://kinetics.nist.gov/kinetics/Detail;jsessionid=66089C0038B4E6FCD6217EFA94A90F42?id=1986JEF/SMI487:1,"Kinetics of the reaction OH + NH<sub>3</sub>, Jeffries, J.B.; Smith, G.P. J. Phys. Chem. 90, 487 (1986)",225 - 2350,4.48E-13,1.8,2095.0,1.92E-13,2.0
16656,7262,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=66089C0038B4E6FCD6217EFA94A90F42?id=1995COR/ESP687-694:1,"Dual-level reaction-path dynamics (the lll approach to VTST with semiclassical tunneling). Application to OH + NH<sub>3</sub> ?? H<sub>2</sub>O + NH<sub>2</sub>, Corchado, J.C.; Espinosa-Garcia, J.; Hu, W-P.; Rossi, I.; Truhlar, D.G. J. Phys. Chem. 99, 687 (1995)",250 - 2000,7.29E-14,2.86,-823.0,1.02E-13,2.0
16674,7264,Experiment,http://kinetics.nist.gov/kinetics/Detail;jsessionid=B9474B5ED8AE00EEC1AE2F762D2F0580?id=1999BAT/KIM3237-3244:1,"Rate coefficients for the reactions of OH and OD with HCl and DCl between 200 and 400K, Battin-Leclerc, F.; Kim, I.K.; Talukdar, R.K.; Portmann, R.W.; Ravishankara, A.R. J. Phys. Chem. A 103, 3237 (1999)",200 - 400,4.20E-13,1.66,-1530.0,7.79E-13,2.0
16679,7264,Experiment,http://kinetics.nist.gov/kinetics/Detail;jsessionid=B9474B5ED8AE00EEC1AE2F762D2F0580?id=1985RAV/WIN1281:1,"Kinetic study of the reaction of OH with HCl from 240-1055 K, Ravishankara, A.R.; Wine, P.H.; Wells, J.R.; Thompson, R.L. Int. J. Chem. Kinet. 17, 1281 (1985)",240 - 1060,5.43E-13,1.65,-931.0,7.91E-13,2.0
16693,7264,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=B9474B5ED8AE00EEC1AE2F762D2F0580?id=2006BRY/DEL936-943:3,"Kinetics of the gas-phase reaction of OH with HCl, Bryukov, M.G.; Dellinger, B.; Knyazev, V.D. J. Phys. Chem. A 110, 936 (2006)",200 - 1015,6.53E-13,1.16,-482.0,7.94E-13,2.0
16695,7264,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=B9474B5ED8AE00EEC1AE2F762D2F0580?id=1997STE/THU3926-3933:1,"Ab initio direct dynamics study of OH + HCl ?? Cl + H<sub>2</sub>O, Steckler, R.; Thurman, G.M.; Watts, J.D.; Bartlett, R.J. J. Chem. Phys. 106, 3926 (1997)",138 - 1060,2.36E-13,1.66,-2777.0,7.23E-13,2.0
16696,7265,Review,http://kinetics.nist.gov/kinetics/Detail;jsessionid=07C32BBB8D6FDA07058B6CE20F5C8224?id=2006BRY/DEL936-943:2,"Kinetics of the gas-phase reaction of OH with HCl, Bryukov, M.G.; Dellinger, B.; Knyazev, V.D. J. Phys. Chem. A 110, 936 (2006)",200 - 1015,6.18E-13,1.2,-599.0,7.87E-13,2.0
16697,7265,Experiment,http://kinetics.nist.gov/kinetics/Detail;jsessionid=07C32BBB8D6FDA07058B6CE20F5C8224?id=2006BRY/DEL936-943:1,"Kinetics of the gas-phase reaction of OH with HCl, Bryukov, M.G.; Dellinger, B.; Knyazev, V.D. J. Phys. Chem. A 110, 936 (2006)",298 - 1015,9.01E-13,0.99,515.0,7.32E-13,2.0
16704,7270,Experiment,http://kinetics.nist.gov/kinetics/Detail;jsessionid=73E60EB0A9ECDE3BF3499896F5D6B0C1?id=2014BAD/NAS4652-4660:6,"Site-Specific Rate Constant Measurements for Primary and Secondary H- and D-Abstraction by OH Radicals: Propane and n-Butane, Badra, J.; Nasir, E. F.; Farooq, A. J. Phys. Chem. A 118, 4652 (2014)",294 - 1412,1.10E-12,2.1,392.0,9.38E-13,2.0
16705,7270,Experiment,http://kinetics.nist.gov/kinetics/Detail;jsessionid=73E60EB0A9ECDE3BF3499896F5D6B0C1?id=1986DRO/TUL5937:4,"Hydrogen-atom abstraction from alkanes by OH. 5. n-Butane, Droege, A.T.; Tully, F.P. J. Phys. Chem. 90, 5937 (1986)",294 - 599,8.10E-13,2.2,-274.0,9.05E-13,2.0
16765,7274,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=2B6F05C0F843A026E4CF7F35B47BF3C4?id=2004SOM3844-3851:3,"Quantum chemical and dynamical characterization of the reaction OH+SO<sub>2</sub>  <-> HOSO<sub>2</sub> over an extended range of temperature and pressure, Somnitz, H. Phys. Chem. Chem. Phys. 6, 3844 (2004)",150 - 1500,3.40E-31,-3.47,2145.0,1.43E-31,3.0
16768,7274,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=2B6F05C0F843A026E4CF7F35B47BF3C4?id=2004SOM3844-3851:4,"Quantum chemical and dynamical characterization of the reaction OH+SO<sub>2</sub>  <-> HOSO<sub>2</sub> over an extended range of temperature and pressure, Somnitz, H. Phys. Chem. Chem. Phys. 6, 3844 (2004)",150 - 400,4.50E-13,1.06,-2952.0,1.48E-12,2.0
