RecordID,RID,RecordType,Squib,PaperDetails,Temperature,FrequencyFactor,TemperatureRatioExponent,ActivationEnergy,RateConstant,ReactionOrder,Pre-Exp Factor Coeff,Pre-Exp Factor Power,Activation Energy,Reactant 1,Reactant 2,Reactant 3,Product 1,Product 2,Product 3
9605,4227,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=FDFCF1F85396EF04BF0C94BC5C8415F4?id=2007ASA/BOZ378-398:1,"Thermochemistry for enthalpies and reaction paths of nitrous acid isomers, Asatryan, R.; Bozzelli, J.W.; Simmie, J.M. Int. J. Chem. Kinet. 39, 378 (2007)",298 - 1500,3.40E+13,0.93,199000.0,3.75e-22,1.0,3.4,13,-199439,HNO2,,,trans-HONO,,
9640,4243,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=5CC477E37949DF6F7100716014667AAB?id=2003ZHA/GU3884-3890:1,"Theoretical Investigation of the Kinetics for the Reactions of Atomic Hydrogen with GeH<sub>(</sub><sub>4</sub><sub>-</sub><sub>n</sub><sub>)</sub>Cl<sub>n</sub> (n = 0,1,2,3), Zhang, Q.; Gu, Y.; Wang, S. J. Phys. Chem. A 107, 3884 (2003)",200 - 3000,6.83E-12,2.16,2384.0,2.61e-12,2.0,6.83,-12,-2384,GeH4,,,H2,GeH3,
9642,4243,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=5CC477E37949DF6F7100716014667AAB?id=2000YU/LI9207-9212:1,"Direct Ab Initio Dynamics Studies of the Reaction Paths and Rate Constants of Hydrogen Atom with Germane and Silane, Yu, X.; Li, S.-M.; Sun, C.-C. J. Phys. Chem. A 104, 9207 (2000)",200 - 1600,5.84E-12,2.12,4091.0,1.12e-12,2.0,5.84,-12,-4091,GeH4,,,H2,GeH3,
9647,4243,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=5CC477E37949DF6F7100716014667AAB?id=1999ESP9330-9336:15,"Analytical Potential Energy Surface for the GeH<sub>4</sub> + H ?? GeH<sub>3</sub> + H<sub>2</sub> Reaction: Thermal and Vibrational-State Selected Rate Constants and Kinetic Isotope Effects, Espinosa-Garcia, J. J. Chem. Phys. 111, 9330 (1999)",200 - 500,1.12E-11,2.04,2875.0,3.52e-12,2.0,1.12,-11,-2875,GeH4,,,H2,GeH3,
9696,4272,Review,http://kinetics.nist.gov/kinetics/Detail;jsessionid=CEE5310B0EBE97B22D2A46F32F3942D0?id=2010RIS/ESK4805-4810:4,"Kinetics of the Reactions of CH<sub>2</sub>Cl, CH<sub>3</sub>CHCl, and CH<sub>3</sub>CCl<sub>2</sub> Radicals with Cl<sub>2</sub> in the Temperature Range 191-363 K, Rissanen, M.P.; Eskola, A.J.; Timonen, R.S. J. Phys. Chem. A 114, 4805 (2010)",240 - 873,4.62E-15,3.07,-8073.0,1.2e-13,2.0,4.62,-15,8073,Cl2,,,Products,,
9712,4275,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=FA76DC05FDECD088E833BCE0F585A99F?id=2010XU/LIN11477-11482:2,"Ab Initio Chemical Kinetic Study on Cl plus ClO and Related Reverse Processes, Xu, Z.F.; Lin, M.C. J. Phys. Chem. A 114, 11477 (2010)",150 - 2000,8.45E-12,0.98,15000.0,1.99e-14,2.0,8.45,-12,-14991,Cl2,,,ClO,(.)Cl,
9742,4292,Experiment,http://kinetics.nist.gov/kinetics/Detail;jsessionid=665E4C179D0D529F82AA054CC9360BE4?id=1987FRE/MCC255:2,"Temperature dependence of gas phase reactions of SiF<sub>2</sub> with F<sub>2</sub> and Cl<sub>2</sub>, Freedman, A.; McCurdy, K.E.; Wormhoudt, J.; Gaspar, P.P. Chem. Phys. Lett. 142, 255 (1987)",282 - 1000,7.27E-14,2.56,-4997.0,5.47e-13,2.0,7.27,-14,4997,Cl2,,,Products,,
9747,4293,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=DE870D3293CDBAAE8E0AC03332AAB753?id=2005WAN/LIU184-193:1,"Theoretical study and rate constant calculation for the reactions of SH (SD) with Cl<sub>2</sub>, Br<sub>2</sub>, and BrCl, Wang, L.; Liu, J.Y.; Li, Z.S.; Sun, C.C. J. Comput. Chem. 26, 184 (2005)",200 - 2000,4.41E-12,1.72,3120.0,1.25e-12,2.0,4.41,-12,-3120,Cl2,,,HSCl,(.)Cl,
9750,4296,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=733613EC8668778A5748FABD25947017?id=2005WAN/LIU184-193:5,"Theoretical study and rate constant calculation for the reactions of SH (SD) with Cl<sub>2</sub>, Br<sub>2</sub>, and BrCl, Wang, L.; Liu, J.Y.; Li, Z.S.; Sun, C.C. J. Comput. Chem. 26, 184 (2005)",200 - 2000,3.69E-12,1.8,2323.0,1.45e-12,2.0,3.69,-12,-2323,Cl2,,,ClSD,(.)Cl,
9806,4321,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=5C5D045192D6E73177BC5BDBA6685D6C?id=2010DAS6698-6705:1,"Hydroxyl radical regeneration in the photochemical oxidation of glyoxal: kinetics and mechanism of the HC(O)CO + O<sub>2</sub> reaction, da Silva, G. Phys. Chem. Chem. Phys. 12, 6698 (2010)",200 - 2000,3.38E-14,1.93,1439.0,1.89e-14,2.0,3.38,-14,-1439,O2,,,HC(O)C(O)O2,,
9878,4356,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=8238FBCC79E77529658F91DF3E21E8D9?id=2006WAN/LI10336-10344:3,"Computational study of the reaction of chlorinated vinyl radical with molecular oxygen (C<sub>2</sub>Cl<sub>3</sub> + O<sub>2</sub>), Wang, H.;Li, J.C.;Song, X.L.;Li, Y.Z.;Hou, H.;Wang, B.S.;Su, H.M.;Kong, F.N. J. Phys. Chem. A 110, 10336 (2006)",200 - 2000,3.86E-12,-0.47,-1862.0,8.19e-12,2.0,3.86,-12,1862,O2,,,Products,,
10022,4427,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=21815B8EC692695D71B7A8B2B5BC075F?id=2012JIN/ASA1945-1958:4,"Thermodynamic and kinetic analysis on the reaction of dimethyl sulfide radical with oxygen, Jin, F.; Asatryan, R.; Bozzelli, J.W. Int. J. Quant. Chem. 112, 1945 (2012)",200 - 2000,7.16E-14,-0.37,34000.0,7.81e-20,2.0,7.16,-14,-34016,O2,,,CH2O,CH3SO,
10023,4428,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=AEDFF67C7AAC69AD512735D13EAEE41D?id=2012JIN/ASA1945-1958:5,"Thermodynamic and kinetic analysis on the reaction of dimethyl sulfide radical with oxygen, Jin, F.; Asatryan, R.; Bozzelli, J.W. Int. J. Quant. Chem. 112, 1945 (2012)",200 - 2000,2.03E-11,-1.97,45000.0,2.65e-19,2.0,2.03,-11,-44978,O2,,,CH2O,CH2S,(.)OH
10030,4429,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=8F822A435D03BD03F4448C79469DB781?id=2012JIN/ASA1945-1958:1,"Thermodynamic and kinetic analysis on the reaction of dimethyl sulfide radical with oxygen, Jin, F.; Asatryan, R.; Bozzelli, J.W. Int. J. Quant. Chem. 112, 1945 (2012)",200 - 2000,0.01,-17.25,48700.0,3.73e-11,2.0,1.28,-2,-48702,O2,,,CH3SCH2OO(.),,
10031,4430,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=33D8459EB926C1B007260264BEF11427?id=2012JIN/ASA1945-1958:2,"Thermodynamic and kinetic analysis on the reaction of dimethyl sulfide radical with oxygen, Jin, F.; Asatryan, R.; Bozzelli, J.W. Int. J. Quant. Chem. 112, 1945 (2012)",200 - 2000,0.02,-18.52,65000.0,8.75e-14,2.0,2.18,-2,-65019,O2,,,(.)CH2SCH2OOH,,
10032,4431,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=71FFD30A0589B44EBCF3D68109080275?id=2012JIN/ASA1945-1958:3,"Thermodynamic and kinetic analysis on the reaction of dimethyl sulfide radical with oxygen, Jin, F.; Asatryan, R.; Bozzelli, J.W. Int. J. Quant. Chem. 112, 1945 (2012)",200 - 2000,1.17E-13,0.35,49500.0,2.5000000000000002e-22,2.0,1.17,-13,-49455,O2,,,CH3SC(O)H,(.)OH,
10033,4432,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=711FF872CB7204CFBB1F500AC31CE6EE?id=2012JIN/ASA1945-1958:6,"Thermodynamic and kinetic analysis on the reaction of dimethyl sulfide radical with oxygen, Jin, F.; Asatryan, R.; Bozzelli, J.W. Int. J. Quant. Chem. 112, 1945 (2012)",200 - 2000,3.06E-13,-1.65,61900.0,4.29e-24,2.0,3.06,-13,-61923,O2,,,"1,3-oxathietane",(.)OH,
10085,4455,Experiment,http://kinetics.nist.gov/kinetics/Detail;jsessionid=B0C20918B08D5DC8AF77A2AF62FDDB14?id=1979COX/DER1648:1,"Kinetics of chlorine oxide radicals using modulated photolysis. Part 2.-ClO and ClOO radical kinetics in the photolysis of Cl<sub>2</sub> + O<sub>2</sub> + N<sub>2</sub> mixtures, Cox, R.A.; Derwent, R.G.; Eggleton, A.E.J.; Reiid, H.J. J. Chem. Soc. Faraday Trans. 1 75, 1648 (1979)",290 - 310,1.10E-25,1.0,-26800.0,5.420000000000001e-21,3.0,1.1,-25,26773,O2,,,ClOO,,
10087,4455,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=B0C20918B08D5DC8AF77A2AF62FDDB14?id=2003ZHU/LIN2075-2082:2,"Ab initio studies of ClOx reactions. VIII. Isomerization and decomposition of ClO<sub>2</sub> radicals and related bimolecular processes, Zhu, R.S.; Lin, M.C. J. Chem. Phys. 119, 2075 (2003)",160 - 1000,1.02E-32,-5.34,5612.0,1.0600000000000001e-33,3.0,1.02,-32,-5612,O2,,,ClOO,,
10088,4455,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=B0C20918B08D5DC8AF77A2AF62FDDB14?id=2003ZHU/LIN2075-2082:3,"Ab initio studies of ClOx reactions. VIII. Isomerization and decomposition of ClO<sub>2</sub> radicals and related bimolecular processes, Zhu, R.S.; Lin, M.C. J. Chem. Phys. 119, 2075 (2003)",160 - 1000,5.14E-32,-6.22,7841.0,2.17e-33,3.0,5.14,-32,-7841,O2,,,ClOO,,
10099,4459,Experiment,http://kinetics.nist.gov/kinetics/Detail;jsessionid=20D3964CB0EBD273CA6337A062817DA2?id=1989SLA/BER953-962:2,"Kinetics of the reactions of unsaturated free radicals (methylvinyl and i-C<sub>4</sub>H<sub>3</sub>) with molecular oxygen, Slagle, I.R.; Bernhardt, J.R.; Gutman, D. Symp. Int. Combust. Proc. 22, 953 (1989)",296 - 900,4.57E-12,-1.8,-8.31,4.58e-12,2.0,4.57,-12,,O2,,,Products,,
10122,4470,Review,http://kinetics.nist.gov/kinetics/Detail;jsessionid=809CECB3C4AFA6BDC3A239D1A50487CB?id=1994BAU/COB847-1033:108,"Evaluated kinetic data for combusion modelling. Supplement I, Baulch, D.L.; Cobos, C.J.; Cox, R.A.; Frank, P.; Hayman, G.; Just, Th.; Kerr, J.A.; Murrells, T.; Pilling, M.J.; Troe, J.; Walker, R.W.; Warnatz, J. J. Phys. Chem. Ref. Data 23, 847 (1994)",298 - 5000,4.47E-12,1.0,27200.0,7.66e-17,2.0,4.47,-12,-27188,O2,,,NO,O(.),
10173,4472,Experiment,http://kinetics.nist.gov/kinetics/Detail;jsessionid=A3FF2F4FD6AC5B7D013693FCCEBEA3C0?id=1979TRO114:2,"Predictive possibilities of unimolecular rate theory, Troe, J. J. Phys. Chem. 83, 114 (1979)",200 - 1400,8.99E-33,-0.88,3675.0,2.04e-33,3.0,8.99,-33,-3675,O2,,,O3,,
10282,4478,Experiment,http://kinetics.nist.gov/kinetics/Detail;jsessionid=8873161FA9060C89E3CD25C3B31838D6?id=1996DUC/PET10367-10379:2,"Conventional transition state theory/Rice-Ramsperger-Kassel-Marcus theory calculations of thermal termolecular rate coefficients for H(D)+O<sub>2</sub>+M, Duchovic, R.J.; Pettigrew, J.D.; Welling, B.; Shipchandler, T. J. Chem. Phys. 105, 10367 (1996)",298 - 6000,2.62E-11,1.07,1314.0,1.54e-11,2.0,2.62,-11,-1314,O2,,,DO2,,
10290,4479,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=E6E69B447DCCA5D00BDBF59EC3ACB52F?id=1981MIL5349-5354:1,"Kinetic isotope effects: theoretical prediction of the thermal rate coefficient for the reaction D+O<sub>2</sub>??OD+O, Miller, J.A. J. Chem. Phys. 75, 5349 (1981)",250 - 2500,3.16E-10,-0.66,62900.0,2.9300000000000004e-21,2.0,3.16,-10,-62941,O2,,,OD,O(.),
10445,4526,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=0702BD2FAFBCB52B81063D3D9BB4118A?id=1999GOU/ROC11328-11335:15,"Characterization of Reaction Pathways on the Potential Energy Surfaces for H + SO<sub>2</sub> and HS + O<sub>2</sub>, Goumri, A.; Rocha, J.-D. R.; Laakso, D.; Smith, C.E.; Marshall, P. J. Phys. Chem. A 103, 11328 (1999)",200 - 2000,9.06E-34,-2.01,83.14,8.76e-34,3.0,9.06,-34,,O2,,,HSOO,,
10446,4526,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=0702BD2FAFBCB52B81063D3D9BB4118A?id=1999GOU/ROC11328-11335:16,"Characterization of Reaction Pathways on the Potential Energy Surfaces for H + SO<sub>2</sub> and HS + O<sub>2</sub>, Goumri, A.; Rocha, J.-D. R.; Laakso, D.; Smith, C.E.; Marshall, P. J. Phys. Chem. A 103, 11328 (1999)",200 - 2000,3.30E-10,-0.26,1247.0,1.99e-10,2.0,3.3,-10,-1247,O2,,,HSOO,,
10458,4528,Experiment,http://kinetics.nist.gov/kinetics/Detail;jsessionid=AC6A73E617654D905ED531787DA943DD?id=1998GAR385-390:1,"Temperature dependence of the reaction: SO + O<sub>2</sub>, Garland, N.L. Chem. Phys. Lett. 290, 385 (1998)",250 - 3500,4.37E-14,1.4,15500.0,8.27e-17,2.0,4.37,-14,-15531,O2,,,SO2,O(.),
10482,4534,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=030E69CCA23A6FEB0D465226A623D1EB?id=2009TAL/KHU6468-6476:3,"RRKM and Ab Initio Investigation of the NH Oxidation by Dioxygen, Talipov, M.R.; Khursan, S.L.; Safiullin, R.L. J. Phys. Chem. A 113, 6468 (2009)",214 - 2500,1.12E-12,0.09,44700.0,1.67e-20,2.0,1.12,-12,-44650,O2,,,HNO,O(.),
10484,4535,Experiment,http://kinetics.nist.gov/kinetics/Detail;jsessionid=185D5C9E6D3174588A22EA3099713E08?id=1996ROM/WAG559-566:2,"A kinetic study of the reactions of NH(X<sup>3</sup>?<sup>-</sup>) with O<sub>2</sub> and NO in the temperature range from 1200 to 2200 K, Romming, H.J.; Wagner, H.Gg. Symp. Int. Combust. Proc. 26, 559 (1996)",298 - 2200,6.74E-14,0.79,4997.0,8.97e-15,2.0,6.74,-14,-4997,O2,,,(.)OH,NO,
10488,4535,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=185D5C9E6D3174588A22EA3099713E08?id=2009TAL/KHU6468-6476:1,"RRKM and Ab Initio Investigation of the NH Oxidation by Dioxygen, Talipov, M.R.; Khursan, S.L.; Safiullin, R.L. J. Phys. Chem. A 113, 6468 (2009)",214 - 2500,1.29E-11,-1.38,23700.0,8.92e-16,2.0,1.29,-11,-23730,O2,,,(.)OH,NO,
10496,4536,Experiment,http://kinetics.nist.gov/kinetics/Detail;jsessionid=A5C05B70BBE72F2E8C5D67314B5052D5?id=1994LIL/SCH993-1001:1,"Kinetic studies of the reactions NH(X<sup>3</sup>?<sup>-</sup>) + NO and NH(X<sup>3</sup>?<sup>-</sup>) + O<sub>2</sub> at elevated temperatures, Lillich, H.; Schuck, A.; Volpp, H-R.; Wolfrum, J. Symp. Int. Combust. Proc. 25, 993 (1994)",293 - 793,3.99E-15,3.34,-2295.0,1.01e-14,2.0,3.99,-15,2295,O2,,,Products,,
10500,4537,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=29DEE0CC8FC53F8D24155F0CD195A3C2?id=2009TAL/KHU6468-6476:2,"RRKM and Ab Initio Investigation of the NH Oxidation by Dioxygen, Talipov, M.R.; Khursan, S.L.; Safiullin, R.L. J. Phys. Chem. A 113, 6468 (2009)",214 - 2500,5.01E-12,0.07,47200.0,2.67e-20,2.0,5.01,-12,-47200,O2,,,(3)HNO,O(.),
10501,4538,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=4D295D4F6AE61858CB370E28CF669254?id=2009TAL/KHU6468-6476:4,"RRKM and Ab Initio Investigation of the NH Oxidation by Dioxygen, Talipov, M.R.; Khursan, S.L.; Safiullin, R.L. J. Phys. Chem. A 113, 6468 (2009)",214 - 2500,1.00E-12,-0.18,59000.0,4.5000000000000003e-23,2.0,1.0,-12,-59030,O2,,,H-cNOO,,
10502,4539,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=0518259D57A88832A9BE4F45C3A1B72E?id=2009TAL/KHU6468-6476:5,"RRKM and Ab Initio Investigation of the NH Oxidation by Dioxygen, Talipov, M.R.; Khursan, S.L.; Safiullin, R.L. J. Phys. Chem. A 113, 6468 (2009)",214 - 2500,1.05E-14,-4.18,4920.0,1.44e-15,2.0,1.05,-14,-4920,O2,,,cis-(1)HNOO,,
10503,4540,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=E18D6912309B465D8BBCFA22F5DF90BA?id=2009TAL/KHU6468-6476:6,"RRKM and Ab Initio Investigation of the NH Oxidation by Dioxygen, Talipov, M.R.; Khursan, S.L.; Safiullin, R.L. J. Phys. Chem. A 113, 6468 (2009)",214 - 2500,6.46E-15,-4.05,4420.0,1.08e-15,2.0,6.46,-15,-4420,O2,,,trans-(1)HNOO,,
10504,4541,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=CB9D93A792F84C2697739C8B4AF62E4B?id=2009TAL/KHU6468-6476:7,"RRKM and Ab Initio Investigation of the NH Oxidation by Dioxygen, Talipov, M.R.; Khursan, S.L.; Safiullin, R.L. J. Phys. Chem. A 113, 6468 (2009)",214 - 2500,5.89E-17,-2.63,26300.0,1.43e-21,2.0,5.89,-17,-26330,O2,,,cis-(3)HNOO,,
10505,4542,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=21CE1D78E9C95A86CC3C21ED303AD987?id=2009TAL/KHU6468-6476:8,"RRKM and Ab Initio Investigation of the NH Oxidation by Dioxygen, Talipov, M.R.; Khursan, S.L.; Safiullin, R.L. J. Phys. Chem. A 113, 6468 (2009)",214 - 2500,2.75E-17,-2.48,24600.0,1.32e-21,2.0,2.75,-17,-24650,O2,,,trans-(3)HNOO,,
10506,4543,Experiment,http://kinetics.nist.gov/kinetics/Detail;jsessionid=D6FF6E83F6A2959F0B81940C29739167?id=1989BOZ/DEA1058-1065:4,"Energized complex quantum Rice-Ramsperger-Kassel andlysis on reactions of NH<sub>2</sub> with HO<sub>2</sub>, O<sub>2</sub>, and O atoms, Bozzelli, J.W.; Dean, A.M. J. Phys. Chem. 93, 1058 (1989)",200 - 1900,2.31E-14,-3.75,6693.0,1.55e-15,2.0,2.31,-14,-6693,O2,,,H2NOO,,
10507,4543,Experiment,http://kinetics.nist.gov/kinetics/Detail;jsessionid=D6FF6E83F6A2959F0B81940C29739167?id=1989BOZ/DEA1058-1065:5,"Energized complex quantum Rice-Ramsperger-Kassel andlysis on reactions of NH<sub>2</sub> with HO<sub>2</sub>, O<sub>2</sub>, and O atoms, Bozzelli, J.W.; Dean, A.M. J. Phys. Chem. 93, 1058 (1989)",200 - 1900,2.41E-14,-3.71,6776.0,1.56e-15,2.0,2.41,-14,-6776,O2,,,H2NOO,,
10508,4543,Experiment,http://kinetics.nist.gov/kinetics/Detail;jsessionid=D6FF6E83F6A2959F0B81940C29739167?id=1989BOZ/DEA1058-1065:6,"Energized complex quantum Rice-Ramsperger-Kassel andlysis on reactions of NH<sub>2</sub> with HO<sub>2</sub>, O<sub>2</sub>, and O atoms, Bozzelli, J.W.; Dean, A.M. J. Phys. Chem. 93, 1058 (1989)",200 - 1900,3.34E-14,-3.68,6818.0,2.13e-15,2.0,3.34,-14,-6818,O2,,,H2NOO,,
10509,4543,Experiment,http://kinetics.nist.gov/kinetics/Detail;jsessionid=D6FF6E83F6A2959F0B81940C29739167?id=1989BOZ/DEA1058-1065:7,"Energized complex quantum Rice-Ramsperger-Kassel andlysis on reactions of NH<sub>2</sub> with HO<sub>2</sub>, O<sub>2</sub>, and O atoms, Bozzelli, J.W.; Dean, A.M. J. Phys. Chem. 93, 1058 (1989)",200 - 1900,7.02E-14,-3.56,6984.0,4.19e-15,2.0,7.02,-14,-6984,O2,,,H2NOO,,
10511,4544,Experiment,http://kinetics.nist.gov/kinetics/Detail;jsessionid=128B760B0A5945C7B8A663F3C8CB2FE9?id=1989BOZ/DEA1058-1065:3,"Energized complex quantum Rice-Ramsperger-Kassel andlysis on reactions of NH<sub>2</sub> with HO<sub>2</sub>, O<sub>2</sub>, and O atoms, Bozzelli, J.W.; Dean, A.M. J. Phys. Chem. 93, 1058 (1989)",200 - 1900,8.93E-10,-1.34,141000.0,2.1e-34,2.0,8.93,-10,-140515,O2,,,NH2O,O(.),
10513,4545,Experiment,http://kinetics.nist.gov/kinetics/Detail;jsessionid=7E444704318A2665A15FD9FCDE7B747A?id=1989BOZ/DEA1058-1065:2,"Energized complex quantum Rice-Ramsperger-Kassel andlysis on reactions of NH<sub>2</sub> with HO<sub>2</sub>, O<sub>2</sub>, and O atoms, Bozzelli, J.W.; Dean, A.M. J. Phys. Chem. 93, 1058 (1989)",200 - 1900,2.72E-13,-0.39,151000.0,8.149999999999999e-40,2.0,2.72,-13,-151323,O2,,,(.)OH,HNO,
10649,4565,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=A069D9F79618AD1B9D874DE964101597?id=1981MIL5120:1,"Collision dynamics and the thermal rate coefficient for the reaction H + O<sub>2</sub> ?? OH + O, Miller, J.A. J. Chem. Phys. 74, 5120 (1981)",250 - 2500,8.15E-10,-0.82,69100.0,6.32e-22,2.0,8.15,-10,-69093,O2,,,(.)OH,O(.),
10748,4566,Experiment,http://kinetics.nist.gov/kinetics/Detail;jsessionid=3B094613C4B04BA828289FB45FBA9A6F?id=1996DUC/PET10367-10379:1,"Conventional transition state theory/Rice-Ramsperger-Kassel-Marcus theory calculations of thermal termolecular rate coefficients for H(D)+O<sub>2</sub>+M, Duchovic, R.J.; Pettigrew, J.D.; Welling, B.; Shipchandler, T. J. Chem. Phys. 105, 10367 (1996)",298 - 6000,4.35E-11,1.0,1862.0,2.05e-11,2.0,4.35,-11,-1862,O2,,,HO2,,
10798,4582,Experiment,http://kinetics.nist.gov/kinetics/Detail;jsessionid=74D80A68E5E3C9B68B001ABB3D28A1C1?id=1996LAY/BOZ6543-6554:4,"Atmospheric photochemical oxidation of benzene: benzene + OH and the benzene-OH adduct (hydroxyl-2,4-cyclohexadienyl) + O<sub>2</sub>, Lay, T.H.; Bozzelli, J.W.; Seinfeld, J.H. J. Phys. Chem. 100, 6543 (1996)",200 - 400,3.01E-14,-2.05,19600.0,1.09e-17,2.0,3.01,-14,-19622,O2,,,"2,4-Cyclohexadienylperoxy, 6-hydroxy-",,
10799,4582,Experiment,http://kinetics.nist.gov/kinetics/Detail;jsessionid=74D80A68E5E3C9B68B001ABB3D28A1C1?id=1996LAY/BOZ6543-6554:5,"Atmospheric photochemical oxidation of benzene: benzene + OH and the benzene-OH adduct (hydroxyl-2,4-cyclohexadienyl) + O<sub>2</sub>, Lay, T.H.; Bozzelli, J.W.; Seinfeld, J.H. J. Phys. Chem. 100, 6543 (1996)",200 - 400,7.07E-10,-8.86,15900.0,1.16e-12,2.0,7.07,-10,-15881,O2,,,"2,4-Cyclohexadienylperoxy, 6-hydroxy-",,
10802,4584,Experiment,http://kinetics.nist.gov/kinetics/Detail;jsessionid=93E81F8108CADD4D9BF6BA51D626BD27?id=1996LAY/BOZ6543-6554:3,"Atmospheric photochemical oxidation of benzene: benzene + OH and the benzene-OH adduct (hydroxyl-2,4-cyclohexadienyl) + O<sub>2</sub>, Lay, T.H.; Bozzelli, J.W.; Seinfeld, J.H. J. Phys. Chem. 100, 6543 (1996)",200 - 400,3.47E-14,-1.83,22400.0,4.03e-18,2.0,3.47,-14,-22449,O2,,,Phenol,HO2,
10804,4585,Experiment,http://kinetics.nist.gov/kinetics/Detail;jsessionid=B877034939D2600B53F4F85192D50CCC?id=1996LAY/BOZ6543-6554:2,"Atmospheric photochemical oxidation of benzene: benzene + OH and the benzene-OH adduct (hydroxyl-2,4-cyclohexadienyl) + O<sub>2</sub>, Lay, T.H.; Bozzelli, J.W.; Seinfeld, J.H. J. Phys. Chem. 100, 6543 (1996)",200 - 400,6.54E-15,-0.26,34700.0,5.480000000000001e-21,2.0,6.54,-15,-34671,O2,,,Other Products,(.)OH,
10824,4597,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=3A3746D853BB13ABEEEC17D1E299AE83?id=2009PAR/XU5348-5354:3,"Kinetic Study of the C<sub>1</sub><sub>0</sub>H7 + O<sub>2</sub> Reaction, Park, J.; Xu, Z.F.; Lin, M.C. J. Phys. Chem. A 113, 5348 (2009)",200 - 600,5.34E-22,-7.84,17700.0,4.3e-25,3.0,5.34,-22,-17652,O2,,,2-naphthylperoxy,,
10825,4597,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=3A3746D853BB13ABEEEC17D1E299AE83?id=2009PAR/XU5348-5354:2,"Kinetic Study of the C<sub>1</sub><sub>0</sub>H7 + O<sub>2</sub> Reaction, Park, J.; Xu, Z.F.; Lin, M.C. J. Phys. Chem. A 113, 5348 (2009)",200 - 800,1.80E-10,-3.18,6286.0,1.42e-11,2.0,1.8,-10,-6286,O2,,,2-naphthylperoxy,,
10826,4597,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=3A3746D853BB13ABEEEC17D1E299AE83?id=2009PAR/XU5348-5354:4,"Kinetic Study of the C<sub>1</sub><sub>0</sub>H7 + O<sub>2</sub> Reaction, Park, J.; Xu, Z.F.; Lin, M.C. J. Phys. Chem. A 113, 5348 (2009)",200 - 1000,8.14E-12,-0.4,-798.0,1.12e-11,2.0,8.14,-12,798,O2,,,2-naphthylperoxy,,
10833,4599,Experiment,http://kinetics.nist.gov/kinetics/Detail;jsessionid=0A34F3C6E73B1396055CE892F8978C7D?id=1985OLB835:2,"Termolecular reaction of nitrogen monoxide and oxygen: A still unsolved problem, Olbregts, J. Int. J. Chem. Kinet. 17, 835 (1985)",226 - 758,8.74E-41,2.7,-13300.0,1.8799999999999998e-38,3.0,8.74,-41,13303,O2,NO,NO,NO2,NO2,
10849,4603,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=A2FACDD24DA5A35D41080D43F03CAC44?id=2004BOG/BAK486-490:3,"The substitution reactions RH+O<sub>2</sub> -> RO<sub>2</sub>+H: transition state theory calculations based on the ab initio and DFT potential energy surface, Bogdanchikov, G.A.; Bakanov, A.; Parker, D.H. Chem. Phys. Lett. 385, 486 (2004)",273 - 2000,2.80E-12,2.38,198000.0,4.840000000000001e-47,2.0,2.8,-12,-198322,O2,,,H(.),SiH3OO,
10882,4619,Review,http://kinetics.nist.gov/kinetics/Detail;jsessionid=87493B9ABC8C1E0BD3F740BC9144D57B?id=1983COH/WES531:38,"Chemical kinetic data sheets for high-temperature chemical reactions, Cohen, N.; Westberg, K.R. J. Phys. Chem. Ref. Data 12, 531 (1983)",225 - 2000,1.06E-11,1.4,5546.0,1.13e-12,2.0,1.06,-11,-5546,F2,,,DF,(.)F,
